pName,doi
Tactile mouse generating velvet hand illusion on human palm,10.1177/1729881416658170
Developing new behavior strategies of robot soccer team SjF TUKE Robotics: Category MiroSot,10.1177/1729881416663670
L-systems driven self-reconfiguration of modular robots,10.1177/1729881416669349
Dynamic performance evaluation for a 3UPS-PRU parallel robot,10.1177/1729881416665235
Support subspaces method for synthetic aperture radar automatic target recognition,10.1177/1729881416664848
Analysis and optimization of a camber morphing wing model,10.1177/1729881416664846
An online real-time path compensation system for industrial robots based on laser tracker,10.1177/1729881416663366
Motion control strategy and stability analysis for high-speed cable-driven camera robots with cable inertia effects,10.1177/1729881416663374
Motion control for a walking companion robot with a novel human–robot interface,10.1177/1729881416657752
A fully rotational joint underactuated finger mechanism and its kinematics analysis,10.1177/1729881416663373
A geometric approach to modeling of four- and five-link planar snake-like robot,10.1177/1729881416663714
Searching for collisions between mobile robot and environment,10.1177/1729881416667500
An off-line programming system for palletizing robot,10.1177/1729881416657744
Large-scale stabilization control of input-constrained quadrotor,10.1177/1729881416670109
Planning with ants: Efficient path planning with rapidly exploring random trees and ant colony optimization,10.1177/1729881416664078
Disturbance rejection control of yaw channel of a small-scale unmanned helicopter via Takagi–Sugeno disturbance modeling approach,10.1177/1729881416671113
"A rough concrete wall-climbing robot based on grasping claws: Mechanical design, analysis and laboratory experiments",10.1177/1729881416666777
Toward efficient task assignment and motion planning for large-scale underwater missions,10.1177/1729881416657974
Impact of dynamics of the frame on the performance of the positioning servosystem,10.1177/1729881416663669
A path planning strategy for searching the most reliable path in uncertain environments,10.1177/1729881416657751
Measurement of weight of objects without affecting the handling algorithm,10.1177/1729881416661684
In-plane adaptive retrieval control for a noncooperative target by tethered space robots,10.1177/1729881416669485
A two-stage visual tracking algorithm using dual-template,10.1177/1729881416666797
Scorpio: A biomimetic reconfigurable rolling–crawling robot,10.1177/1729881416658180
A method for the automatic generation of inverse kinematic maps in modular robotic systems,10.1177/1729881416662790
Testing of parameters of proposed robotic wrist based on the precision modules,10.1177/1729881416662772
Piezoelectric transformer-based high conversion ratio interface for driving dielectric actuator in microrobotic applications,10.1177/1729881416657957
Output-feedback proportional-integral-derivative-type control with multiple saturating structure for the global stabilization of robot manipulators with bounded inputs,10.1177/1729881416663368
Decentralized cooperative unmanned aerial vehicles conflict resolution by neural network-based tree search method,10.1177/1729881416663371
Exploring the backward swimming ability of a robotic fish: Combining modelling and experiments,10.1177/1729881416669483
Embedded vision equipment of industrial robot for inline detection of product errors by clustering–classification algorithms,10.1177/1729881416664901
Robust adaptive multivariable higher-order sliding mode flight control for air-breathing hypersonic vehicle with actuator failures,10.1177/1729881416663376
The calculations of Jordan curves trajectory of the robot movement,10.1177/1729881416663665
Acquisition of earthworm-like movement patterns of many-segmented peristaltic crawling robots,10.1177/1729881416657740
Performance analysis for a 2 (3HSS+S) parallel manipulator with double moving platforms,10.1177/1729881416658169
Adaptive neural dynamic surface sliding mode control for uncertain nonlinear systems with unknown input saturation,10.1177/1729881416657750
An adaptive unscented Kalman filter-based adaptive tracking control for wheeled mobile robots with control constrains in the presence of wheel slipping,10.1177/1729881416666778
Experimental evaluation of acceleration waveform replication on electrohydraulic shaking tables: A review,10.1177/1729881416662537
Fuzzy context-specific intention inference for robotic caregiving,10.1177/1729881416662780
Ensemble image registration by a spatially constrained clustering approach,10.1177/1729881416663367
Towards a miniature self-propelled jellyfish-like swimming robot,10.1177/1729881416666796
People detection and tracking using RGB-D cameras for mobile robots,10.1177/1729881416657746
Why it is harder to run RoboCup in South Africa: Experiences from German South African collaborations,10.1177/1729881416662789
Non-linear sliding mode control of the lower extremity exoskeleton based on human–robot cooperation,10.1177/1729881416662788
Robust facial landmark detection based on initializing multiple poses,10.1177/1729881416662793
Multi-target trapping in constrained environments using gene regulatory network-based pattern formation,10.1177/1729881416670152
Height control for a two-mass hopping robot based on stable limit cycle,10.1177/1729881416657749
Optimization of potential field method parameters through networks for swarm cooperative manipulation tasks,10.1177/1729881416657931
An online gait generator for quadruped walking using motor primitives,10.1177/1729881416657960
Electromechanical coupling vibration characteristics of an AC servomotor-driven translational flexible manipulator,10.1177/1729881416662792
Behavior recognition for humanoid robots using long short-term memory,10.1177/1729881416663369
Fast depth extraction from a single image,10.1177/1729881416663370
EmSBot: A modular framework supporting the development of swarm robotics applications,10.1177/1729881416663662
A survey on inspecting structures using robotic systems,10.1177/1729881416663664
Multi-robot patrol: A distributed algorithm based on expected idleness,10.1177/1729881416663666
Data-driven automatic parking constrained control for four-wheeled mobile vehicles,10.1177/1729881416663667
Fast plane segmentation with line primitives for RGB-D sensor,10.1177/1729881416665846
Avoiding blind leading the blind: Uncertainty integration in virtual pheromone deposition by robots,10.1177/1729881416666088
Inverse kinematics for the variable geometry truss manipulator via a Lagrangian dual method,10.1177/1729881416666779
Comparative study on the redundancy of mobile single- and dual-arm robots,10.1177/1729881416666782
Humanoid environmental perception with Gaussian process regression,10.1177/1729881416666783
Nonlinear multiple-input-multiple-output adaptive backstepping control of underwater glider systems,10.1177/1729881416669484
GART: An environment-guided path planner for robots in crowded environments under kinodynamic constraints,10.1177/1729881416671111
Ego-motion estimation using sparse SURF flow in monocular vision systems,10.1177/1729881416671112
Adaptive fuzzy tracking control for a constrained flexible air-breathing hypersonic vehicle based on actuator compensation,10.1177/1729881416671115
Observer-based linear parameter varying H∞ tracking control for hypersonic vehicles,10.1177/1729881416671116
Disturbance observer-based L1 robust tracking control for hypersonic vehicles with T-S disturbance modeling,10.1177/1729881416671117
Deterministic learning enhanced neutral network control of unmanned helicopter,10.1177/1729881416671118
A coarse-to-fine scheme for groupwise registration of multisensor images,10.1177/1729881416673302
Nonlinear dynamics modeling and simulation of two-wheeled self-balancing vehicle,10.1177/1729881416673725
Acquisition of a space representation by a naive agent from sensorimotor invariance and proprioceptive compensation,10.1177/1729881416675134
Real-time running event detection via a community patrol robot,10.1177/1729881416675137
Event-triggered control of spatially distributed processes via unmanned aerial vehicle,10.1177/1729881416675138
Dynamic optimum design of a 3UPS-PRU parallel robot,10.1177/1729881416676175
Research on the operational reliability system control methodology and its application for aerospace mechanism,10.1177/1729881416677482
Integral sliding mode-based formation control of multiple unertain robots via nonlinear disturbane observer,10.1177/1729881416677694
Modified shuffled frog leaping algorithm optimized control for air-breathing hypersonic flight vehicle,10.1177/1729881416678136
Design and motion analysis of a novel coupled mechanism based on a regular triangular bipyramid,10.1177/1729881416678139
Review of modeling and control during transport airdrop process,10.1177/1729881416678142
Finite-time stabilization of switched linear systems and its application in terminal guidance,10.1177/1729881416679803
Enhancing the reliability of mobile robots control process via reverse validation,10.1177/1729881416680521
A novel shared control algorithm for industrial robots,10.1177/1729881416682701
Corrigendum to motion and walking stabilization of humanoids using sensory reflex control,10.1177/1729881416683036
Vol12_2015
Real Time Decoding of Color Symbol for Optical Positioning System,10.5772/59680
A Pre-Compensation Fuzzy Logic Algorithm Designed for the Dynamic Compensation Robotic System,10.5772/59619
Precise Localization and Control of Catalytic Janus Micromotors Using Weak Magnetic Fields,10.5772/58873
Fault Tolerant Control Architecture Design for Mobile Manipulation in Scientific Facilities,10.5772/60038
Identifying Ground-Robot Impedance to Improve Terrain Adaptability in Running Robots,10.5772/59888
Hole-Filling for DIBR Based on Depth and Gradient Information,10.5772/60060
Obstacle Avoidance Path Planning of Planar Redundant Manipulators Using Workspace Density,10.5772/59973
Real-Time Performance of Hybrid Mobile Robot Control Utilizing USB Protocol,10.5772/60028
Triangular Geometrized Sampling Heuristics for Fast Optimal Motion Planning,10.5772/59763
"Development of a Quadrotor Test Bed — Modelling, Parameter Identification, Controller Design and Trajectory Generation",10.5772/59618
Integration of the Multi-DOA Estimation Functionality to Human-Robot Interaction,10.5772/59993
Real-Time Experimental Comparison of Two Depth Control Schemes for Underwater Vehicles,10.5772/59185
Improvement and Quantification of Spatial Accessibility and Disturbance Responsiveness of Shoulder Prosthesis,10.5772/60031
Analysis of the Kinematic Accuracy Reliability of a 3-DOF Parallel Robot Manipulator,10.5772/60056
Concept and Functional Structure of a Service Robot,10.5772/60026
Simultaneous Task Subdivision and Allocation Using Negotiations in Multi-Robot Systems,10.5772/59880
Dual-MWCNT Probe Thermal Sensor Assembly and Evaluation Based on Nanorobotic Manipulation inside a Field-Emission-Scanning Electron Microscope,10.5772/59932
"Corrigendum to a Low-Cost, Light-Weight Climbing Robot for Inspection of Glass Curtains",10.5772/60076
Conceptual Kinematic Design and Performance Evaluation of a Chameleon-Like Service Robot for Space Stations,10.5772/60203
Robot Path Optimization Based on a Reference Model and Sigmoid Functions,10.5772/60063
A New Concept for Magnetic Capsule Colonoscopy Based on an Electromagnetic System,10.5772/60134
Algorithms and a Framework for Indoor Robot Mapping in a Noisy Environment Using Clustering in Spatial and Hough Domains,10.5772/59992
A Kinect-Based Gesture Recognition Approach for a Natural Human Robot Interface,10.5772/59974
Experimental Evaluation of RGB-D Visual Odometry Methods,10.5772/59991
Design of an Infrared Imaging System for Robotic Inspection of Gas Leaks in Industrial Environments,10.5772/60058
Design and Control of a Powered Hip Exoskeleton for Walking Assistance,10.5772/59757
Self-Supervised Online Learning of Basic Object Push Affordances,10.5772/59654
A Novel Greeting Selection System for a Culture-Adaptive Humanoid Robot,10.5772/60117
Method for Walking Gait Identification in a Lower Extremity Exoskeleton Based on C4.5 Decision Tree Algorithm,10.5772/60132
Development of a Cognitive Robotic System for Simple Surgical Tasks,10.5772/60137
A Robust Vision Module for Humanoid Robotic Ping-Pong Game,10.5772/60406
Indoor Slope and Edge Detection by Using Two-Dimensional EKF-SLAM with Orthogonal Assumption,10.5772/60407
6-REXOS: Upper Limb Exoskeleton Robot with Improved pHRI,10.5772/60440
Development of a Minimally Actuated Jumping-Rolling Robot,10.5772/60495
A Utilization Framework of Ubiquitous Resources for Service Robots Using Semantic Matchmaking,10.5772/60504
A Dual Neural Network as an Identifier for a Robot Arm,10.5772/58760
Transparent Higher Order Sliding Mode Control for Nonlinear Master-Slave Systems without Velocity Measurement,10.5772/59395
A Robust Rigid Skeleton Extraction Method from Noisy Visual Hull Model,10.5772/59863
"Robotic Exploration: New Heuristic Backtracking Algorithm, Performance Evaluation and Complexity Metric",10.5772/60043
Hand Gesture Modeling and Recognition for Human and Robot Interactive Assembly Using Hidden Markov Models,10.5772/60044
PKM Mechatronic Clamping Adaptive Device,10.5772/60052
VRM: A Unified Framework for Closed-Form Solutions of a Special Class of Serial Manipulators,10.5772/60055
Novelty Detection for Interactive Pose Recognition by a Social Robot,10.5772/60057
Improving Prehensile Mobile Manipulation Performance through Experience Reuse,10.5772/60073
Automatic Locomotion Generation for a UBot Modular Robot – Towards Both High-Speed and Multiple Patterns,10.5772/60078
MRXT: The Multi-Robot Exploration Tool,10.5772/60084
Recognition of Hand Gestures Observed by Depth Cameras,10.5772/60091
Fault Self-Diagnosis for Modular Robotic Systems Using M-Lattice Modules,10.5772/60092
Brain-Map Based Carangiform Swimming Behaviour Modeling and Control in a Robotic Fish Underwater Vehicle,10.5772/60085
An Improved Force-Angle Stability Margin for Radial Symmetrical Hexapod Robot Subject to Dynamic Effects,10.5772/60032
FLIR/INS/RA Integrated Landing Guidance for Landing on Aircraft Carrier,10.5772/60142
Nonholonomic Motion Planning Using the Fast Marching Square Method,10.5772/60129
Current Capabilities and Development Potential in Surgical Robotics,10.5772/60133
Adaptive Hands-On Control for Reaching and Targeting Tasks in Surgery,10.5772/60130
TP-Space RRT – Kinematic Path Planning of Non-Holonomic Any-Shape Vehicles,10.5772/60463
PARLOMA – A Novel Human-Robot Interaction System for Deaf-Blind Remote Communication,10.5772/60416
Motion-Based Gesture Recognition Algorithms for Robot Manipulation,10.5772/60077
Conceptual Design and Analysis of Four Types of Variable Stiffness Actuators Based on Spring Pretension,10.5772/60580
"Robotic Surgery – A Personal View of the Past, Present and Future",10.5772/60118
Understanding Human Hand Gestures for Learning Robot Pick-and-Place Tasks,10.5772/60093
Efficient Reactive Navigation with Exact Collision Determination for 3D Robot Shapes,10.5772/60563
General-Weighted Least-Norm Control for Redundant Manipulators under Time-Dependent Constraint,10.5772/60128
Image-Based Method for Determining Better Walking Strategies for Hexapods,10.5772/60564
Decoupled Sliding Mode Control for a Novel 3-DOF Parallel Manipulator with Actuation Redundancy,10.5772/60508
The Theory of Neural Cognition Applied to Robotics,10.5772/60693
Structural Dynamics of a Pulsed-Jet Propulsion System for Underwater Soft Robots,10.5772/60143
Hybrid-Mode Impedance Control for Position/Force Tracking in Motor-System Rehabilitation,10.5772/60968
3D Hand Gesture Analysis through a Real-Time Gesture Search Engine,10.5772/60045
Additional Yaw Moment Control of a 4WIS and 4WID Agricultural Data Acquisition Vehicle,10.5772/60688
"A New Modular, Autonomously Reconfigurable Manipulator Platform",10.5772/60486
On Stiffness Regulators with Dissipative Injection for Robot Manipulators,10.5772/60054
Curvature-Continuous 3D Path-Planning Using QPMI Method,10.5772/60718
Corrigendum to Tactile-Sight: A Sensory Substitution Device Based on Distance-Related Vibrotactile Flow,10.5772/60075
A Precise and Real-Time Loop-closure Detection for SLAM Using the RSOM Tree,10.5772/60687
Ten Years of Cooperation Between Mobile Robots and Sensor Networks,10.5772/60689
Point-and-Command Paradigm for Interaction with Assistive Robots,10.5772/60582
Investigation of Vision-Based Underwater Object Detection with Multiple Datasets,10.5772/60526
Structural-Parameter-Based Jumping-Height-and-Distance Adjustment and Obstacle Sensing of a Bio-Inspired Jumping Robot,10.5772/60579
A Novel Multi-Focus Image Fusion Method Based on Dual-Tree Shearlet Transform,10.5772/60070
"Nested Reconfigurable Robots: Theory, Design, and Realization",10.5772/60507
Swarm Underwater Acoustic 3D Localization: Kalman vs Monte Carlo,10.5772/61034
Performance Comparison Between FEDERICA Hand and LARM Hand,10.5772/60523
A Modular Control Scheme for Hyper-Redundant Robots,10.5772/60602
Multiple-Cylindrical Electrode System for Rotational Electric Field Generation in Particle Rotation Applications,10.5772/60456
Rigid Dynamic Model and Analysis of 5-DOF Parallel Mechanism,10.5772/61040
FPGA-Based Flexible Hardware Architecture for Image Interest Point Detection,10.5772/61058
Point Stabilization for an Underactuated AUV in the Presence of Ocean Currents,10.5772/61037
Design and Control of a Haptic Enabled Robotic Manipulator,10.5772/61039
Dynamic Sliding Mode Control Based on Multi-Model Switching Laws for the Depth Control of an Autonomous Underwater Vehicle,10.5772/61038
Retraction Notice: Using BIM to Improve the Design and Construction of Bridge Projects: A Case Study of a Long-Span Steel-Box Arch Bridge Project,10.5772/61239
Levy Foraging in a Dynamic Environment – Extending the Levy Search,10.5772/60414
Driving Performance and User's Evaluation of Self-Balancing Personal Mobility Vehicle with a Pedal Driving Mechanism,10.5772/60719
A Robotic Mobile Platform for Service Tasks in Cultural Heritage,10.5772/60527
Large and Dense Swarms: Simulation of a Shortest Path Alarm Propagation,10.5772/60546
Experimental Investigation for RUAV's Actuator Fault Detections with AESMF,10.5772/60854
Model-Aided Navigation with Sea Current Estimation for an Autonomous Underwater Vehicle,10.5772/60415
Designation and Control of Landing Points for Competitive Robotic Table Tennis,10.5772/60855
Control Method for Electromagnetic Unmanned Robot Applied to Automotive Test Based on Improved Smith Predictor Compensator,10.5772/61107
Pseudo-Bacterial Potential Field Based Path Planner for Autonomous Mobile Robot Navigation,10.5772/60715
Generalized Proportional Integral Control for an Unmanned Quadrotor System,10.5772/60833
Human Activity-Understanding: A Multilayer Approach Combining Body Movements and Contextual Descriptors Analysis,10.5772/60525
Kinematic and Dynamic Analysis of a Cable-Climbing Robot,10.5772/60865
Principle for the Validation of a Driving Support using a Computer Vision-Based Driver Modelization on a Simulator,10.5772/60831
A Novel Biped Pattern Generator Based on Extended ZMP and Extended Cart-Table Model,10.5772/60783
Design of Spreading-Codes-Assisted Active Imaging System,10.5772/60686
Determination of Spatial Configuration of an Underwater Swarm with Minimum Data,10.5772/61035
Modelling and Control of a Spherical Inverted Pendulum on a Five-Bar Mechanism,10.5772/60027
Points-Based Safe Path Planning of Continuum Robots,10.5772/60857
A Hybrid of Modified PSO and Local Search on a Multi-Robot Search System,10.5772/60624
The Kinematics and Dynamics of Undulatory Motion of a Tuna-Mimetic Robot,10.5772/60059
Design of a Knee Exoskeleton Using Foot Pressure and Knee Torque Sensors,10.5772/60782
A Novel Device for Measuring Forces in Endoluminal Procedures,10.5772/60832
Overcoming Barriers and Increasing Independence – Service Robots for Elderly and Disabled People,10.5772/59230
Approximation Algorithm for a Heterogeneous Vehicle Routing Problem,10.5772/60086
"Method of Grasping Control by Computing Internal and External Impedances for Two Robot Fingers, and Its Application to Admittance Control of a Robot Hand-Arm System",10.5772/61106
Affordance Learning Based on Subtask's Optimal Strategy,10.5772/61087
Analysis and Realization of Card Flicking Manipulation Using a High-Speed Robot Hand,10.5772/61161
Hierarchical Kinematic Modelling and Optimal Design of a Novel Hexapod Robot with Integrated Limb Mechanism,10.5772/59989
Metrological Evaluation of a Novel Medical Robot and Its Kinematic Calibration,10.5772/60881
Surface Roughness Evolution Model for Finishing Using an Abrasive Tool on a Robot,10.5772/61251
Geo-Mapping and Visual Stitching to Support Landmine Detection Using a Low-Cost UAV,10.5772/61236
New GPS-Aided SINU System Modeling using an Autoregressive Model,10.5772/61201
Fast Trajectory Planning for VGT Manipulator via Convex Optimization,10.5772/60506
Quaternion-Based Kalman Filter for AHRS Using an Adaptive-Step Gradient Descent Algorithm,10.5772/61313
Multi-Objective Trajectory Planning of FFSM Carrying a Heavy Payload,10.5772/61235
Retinal Vessel Segmentation: A Comparative Study of Fuzzy C-Means and Sum Entropy Information on Phase Congruency,10.5772/60581
CF-Pursuit: A Pursuit Method with a Clothoid Fitting and a Fuzzy Controller for Autonomous Vehicles,10.5772/61391
"Extended-Search, Bézier Curve-Based Lane Detection and Reconstruction System for an Intelligent Vehicle",10.5772/61230
Virtual Velocity Vector-Based Offline Collision-Free Path Planning of Industrial Robotic Manipulator,10.5772/60127
Admittance-Based Upper Limb Robotic Active and Active-Assistive Movements,10.5772/60784
Research on a Master Manipulator Using an Isometric Interface for Translation in Robotic Surgery,10.5772/60074
Formation-Based Control Scheme for Cooperative Transportation by Multiple Mobile Robots,10.5772/60972
The Stable Trajectory Tracking Control of a Skid-Steered Mobile Platform with Dynamic Uncertainties,10.5772/61241
Application of Sigmoidal Gompertz Curves in Reverse Parallel Parking for Autonomous Vehicles,10.5772/61238
Comparative Study of Effect of Fin Arrangement on Propulsion Performance of Bio-Inspired Underwater Vehicles with Multiple SMA Fins,10.5772/61392
Multilayer Matching SLAM for Large-Scale and Spacious Environments,10.5772/61240
Effective Length Design of Humanoid Robot Fingers Using Biomimetic Optimization,10.5772/61566
State Estimation for Robots with Complementary Redundant Sensors,10.5772/60528
New Tuning Conditions for Semiglobal Exponential Stability of the Classical PID Regulator for Rigid Robots,10.5772/61537
A Dynamic Balancing Approach for a Quadruped Robot Supported by Diagonal Legs,10.5772/61542
"A Polar Rover for Large-Scale Scientific Surveys: Design, Implementation and Field Test Results",10.5772/60974
Analysis Sparse Representation Based on Subset Pursuit and Weighted Split Bregman Iteration Algorithm,10.5772/61543
A High-Performance FPGA-Based Image Feature Detector and Matcher Based on the FAST and BRIEF Algorithms,10.5772/61434
Designing Bioinspired Robots Editorial,10.5772/61857
A Dynamic Localized Adjustable Force Field Method for Real-Time Assistive Non-Holonomic Mobile Robotics,10.5772/61190
Improved Inverse Kinematics Algorithm Using Screw Theory for a Six-DOF Robot Manipulator,10.5772/60834
Dynamic Arc Fitting Path Follower for Skid-Steered Mobile Robots,10.5772/61199
Emergence of Diversity in a Group of Identical Bio-Robots,10.5772/60545
Optimized Node Deployment Algorithm and Parameter Investigation in a Mobile Sensor Network for Robotic Systems,10.5772/61443
Dynamics Verification Experiment of the Stewart Parallel Manipulator,10.5772/61541
Enhanced Hover Control of Quad Tilt Frame UAV under Windy Conditions,10.5772/61231
Synthesis of New Dynamic Movement Primitives Through Search in a Hierarchical Database of Example Movements,10.5772/61036
Design and Implementation of a New DELTA Parallel Robot in Robotics Competitions,10.5772/61744
A Robotic Solution for the Restoration of Fresco Paintings,10.5772/61757
Robust Adaptive Control of a Free-Floating Space Robot System in Cartesian Space,10.5772/61743
Global Finite-Time Partial Stabilization for a Class of Nonholonomic Mobile Robots Subject to Input Saturation,10.5772/61684
Collaborative Methods for Real-Time Localization in Urban Centers,10.5772/61371
Multi-AUV Hunting Algorithm Based on Bio-inspired Neural Network in Unknown Environments,10.5772/61555
A Sliding Mode Control Using Brain Limbic System Control Strategy for a Robotic Manipulator,10.5772/61817
A ToF-Camera as a 3D Vision Sensor for Autonomous Mobile Robotics,10.5772/61348
Testing PID and MPC Performance for Mobile Robot Local Path-Following,10.5772/61312
A Grasp-Pose Generation Method Based on Gaussian Mixture Models,10.5772/61750
Design and Evaluation of a Thermal Tactile Display for Colour Rendering,10.5772/61741
Design and Construction of a Specialised Biomimetic Robot in Multiple Swimming Gaits,10.5772/60547
Inverse Kinematic Analysis of a Redundant Hybrid Climbing Robot,10.5772/61748
A Wearable-Based and Markerless Human-Manipulator Interface with Feedback Mechanism and Kalman Filters,10.5772/61535
Service Robotics Special Issue (2014/2015) Editorial,10.5772/61987
K-Means Partitioned Space Path Planning (KPSPP) for Autonomous Robotic Harvesting,10.5772/61816
Stability and Variable Admittance Control in the Physical Interaction with a Mobile Robot,10.5772/61313.1
Minimizing Hexapod Robot Foot Deviations Using Multilayer Perceptron,10.5772/61675
Three-Dimensional Sound Source Localization Using Inter-Channel Time Difference Trajectory,10.5772/61652
Facial/License Plate Detection Using a Two-Level Cascade Classifier and a Single Convolutional Feature Map,10.5772/61477
Learning and Chaining of Motor Primitives for Goal-Directed Locomotion of a Snake-Like Robot with Screw-Drive Units,10.5772/61621
On Combining Language Models to Improve a Text-Based Human-Machine Interface,10.5772/61753
A Multi-Rotor System for the Collection and Analysis of Measurements to Evaluate and Spatially Demonstrate the Pollutants in the Air,10.5772/61229
A Perception-Aware Architecture for Autonomous Robots,10.5772/61742
Development of an Omnidirectional Walk Engine for Soccer Humanoid Robots,10.5772/61314
Stability and Variable Admittance Control in the Physical Interaction with a Mobile Robot,10.5772/61333
Motion Control of Siro: The Silo Cleaning Robot,10.5772/61812
"Lightweight, Soft Variable Stiffness Gel Spats for Walking Assistance",10.5772/61815
Vision-Based Recognition of Activities by a Humanoid Robot,10.5772/61819
Hand-Eye LRF-Based Iterative Plane Detection Method for Autonomous Robotic Welding,10.5772/61870
Night Vision Image De-Noising of Apple Harvesting Robots Based on the Wavelet Fuzzy Threshold,10.5772/61872
Adjustable Compliance Joint with Torsion Spring for Human Centred Robots,10.5772/61931
Dynamic Stability Analysis of a Trotting Quadruped Robot Based on Switching Control,10.5772/61933
Formation Tracking Based on Approximate Velocities,10.5772/61944
Robust Impedance Control-Based Lyapunov-Hamiltonian Approach for Constrained Robots,10.5772/61992
Design and Trajectory Analysis of Incompletely Restrained Cable-Suspension Swing System Driven by Two Cables,10.5772/62003
An Approach to Evaluate Stability for Cable-Based Parallel Camera Robots with Hybrid Tension-Stiffness Properties,10.5772/62004
Kinematics Performance and Structural Analysis for the Design of a Serial-Parallel Manipulator Transferring a Billet for a Hot Extrusion Forging Process,10.5772/62026
Semantic Map Building Based on Object Detection for Indoor Navigation,10.5772/62040
A Vision-Based Wireless Charging System for Robot Trophallaxis,10.5772/62043
Design of a Remote-Controlled and GPS-Guided Autonomous Robot for Precision Farming,10.5772/62059
Satellite Images-Based Obstacle Recognition and Trajectory Generation for Agricultural Vehicles,10.5772/62069
Modelling of Airship Flight Mechanics by the Projection Equivalent Method,10.5772/62078
Corrigendum to A Review of Fabrication Options and Power Electronics for Flapping-Wing Robotic Insects,10.5772/62176
Vol11_2014
An Adaptive Neural Network Learning-based Solution for the Inverse Kinematics of Humanoid Fingers,10.5772/57472
Stitching Images with Arbitrary Lens Distortions,10.5772/57160
Design of Neural Network Control System for Controlling Trajectory of Autonomous Underwater Vehicles,10.5772/56740
"Modelling, Design and Robust Control of a Remotely Operated Underwater Vehicle",10.5772/56810
A Comparison Study on Motion/Force Transmissibility of Two Typical 3-DOF Parallel Manipulators: The Sprint Z3 and A3 Tool Heads,10.5772/57458
Design of a Wildlife Avoidance Planning System for Autonomous Harvesting Operations,10.5772/57442
An Efficient Ceiling-view SLAM Using Relational Constraints Between Landmarks,10.5772/57225
An Extension of the Interscale SURE-LET Approach for Image Denoising,10.5772/57294
Online Joint Trajectory Generation of Human-like Biped Walking,10.5772/57415
A New Profile Shape Matching Stereovision Algorithm for Real-time Human Pose and Hand Gesture Recognition,10.5772/57515
Quantile Acoustic Vectors vs. MFCC Applied to Speaker Verification,10.5772/56256
An Underactuated Multi-finger Grasping Device,10.5772/57419
2D Hand Tracking Based on Flocking with Obstacle Avoidance,10.5772/57450
A Novel Robust Scene Change Detection Algorithm for Autonomous Robots Using Mixtures of Gaussians,10.5772/57360
An Optimal Calibration Method for a MEMS Inertial Measurement Unit,10.5772/57516
Improved Laser Manipulation for On-chip Fabricated Microstructures Based on Solution Replacement and Its Application in Single Cell Analysis,10.5772/57518
LEGO-based Robotics in Higher Education: 15 Years of Student Creativity,10.5772/58249
Authentication and Secure Robot Communication,10.5772/57433
Evaluation of an Efficient Approach for Target Tracking from Acoustic Imagery for the Perception System of an Autonomous Underwater Vehicle,10.5772/56954
A Generalized Visual Aid System for Teleoperation Applied to Satellite Servicing,10.5772/56799
Terrain-surface Estimation from Body Configurations of Passive Linkages,10.5772/57323
Simulation Research on Adaptive Control of a Six-degree-of-freedom Material-testing Machine,10.5772/57463
An Infant Development-inspired Approach to Robot Hand-eye Coordination,10.5772/57555
Delay-range-dependent Stability Criteria of Neural Networks with Time-varying Discrete and Distributed Delays,10.5772/53817
A Simulation Environment for Bio-inspired Heterogeneous Chained Modular Robots,10.5772/57324
On the Design of a Wearable Multi-sensor System for Recognizing Motion Modes and Sit-to-stand Transition,10.5772/57788
Optimization of Rules Selection for Robot Soccer Strategies,10.5772/56827
Editorial on Space Robotics Papers,10.5772/58426
A G2 Continuous Path-smoothing Algorithm Using Modified Quadratic Polynomial Interpolation,10.5772/57340
3D Visual Sensing of the Human Hand for the Remote Operation of a Robotic Hand,10.5772/57525
A Hierarchical Fuzzy Control Design for Indoor Mobile Robot,10.5772/57434
Depth Control for Micro-Autonomous Underwater Vehicles (μAUVs): Simulation and Experimentation,10.5772/57334
Human Hand Motion Analysis and Synthesis of Optimal Power Grasps for a Robotic Hand,10.5772/57554
An Overview on Gripping Force Measurement at the Micro and Nano-Scales Using Two-Fingered Microrobotic Systems,10.5772/57571
The Path Planning of AUV Based on D-S Information Fusion Map Building and Bio-Inspired Neural Network in Unknown Dynamic Environment,10.5772/56346
Fast and Low-Cost Mechatronic Recognition System for Persian Banknotes,10.5772/58226
Development of Grousers with a Tactile Sensor for Wheels of Lunar Exploration Rovers to Measure Sinkage,10.5772/57361
External Force Estimation for Teleoperation Based on Proprioceptive Sensors,10.5772/58468
Flexible-Link Robot Control Using a Linear Parameter Varying Systems Methodology,10.5772/57325
Experimental and Simulation Results for the Impact of a Rotating Flexible Link with a Granular Material,10.5772/58254
Variable Structure Control for Space Robots Based on Neural Networks,10.5772/56371
Design and Implementation of a Modular Self-Reconfigurable Robot,10.5772/58379
Hybrid Architecture for Coordination of AGVs in FMS,10.5772/57572
System Integration for Real-Time Mobile Manipulation,10.5772/58467
A Fast Approach to Arm Blind Grasping and Placing for Mobile Robot Transportation in Laboratories,10.5772/58253
Linear Determination of a Camera's Intrinsic Parameters Using Two Intersecting Circles,10.5772/58330
Intersection Recognition and Guide-Path Selection for a Vision-Based AGV in a Bidirectional Flow Network,10.5772/58218
Tuning a PD Controller Based on an SVR for the Control of a Biped Robot Subject to External Forces and Slope Variation,10.5772/57526
Localization Using Magnetic Patterns for Autonomous Mobile Robot,10.5772/57517
