pName,doi
Nurses Perceptions of a Novel Health Information Technology: A Qualitative Study in the Pediatric Intensive Care Unit,10.1080/10447318.2017.1279828
Exploring Patients Use Intention of Personal Health Record Systems: Implications for Design,10.1080/10447318.2016.1277637
Variations in the Usability of Independent Web-Based Personal Health Records,10.1080/10447318.2016.1269428
A Collaborative Usability Evaluation (CUE) Model for Health IT Design and Implementation,10.1080/10447318.2016.1263430
"Human Factors Analysis, Design, and Evaluation of Engage, a Consumer Health IT Application for Geriatric Heart Failure Self-Care",10.1080/10447318.2016.1265784
Obstacles Experienced by Care Managers in Managing Information for the Care of Chronically Ill Patients,10.1080/10447318.2016.1270017
Embracing Complexity: Rethinking Culturally Informed Design in Human Factors/Ergonomics and Consumer Health Informatics,10.1080/10447318.2016.1269429
"Consumer Health Informatics Interventions Must Support User Workflows, Be Easy-To-Use, and Improve Cognition: Applying the SEIPS 2.0 Model to Evaluate Patients and Clinicians Experiences with the CONDUIT-HID Intervention",10.1080/10447318.2016.1278340
"Sharing, Saving, and Living Well on Less: Supporting Social Connectedness to Mitigate Financial Hardship",10.1080/10447318.2016.1243846
A Textual Feedback Tool for Empowering Participants in Usability and UX Evaluations,10.1080/10447318.2016.1243928
Tracing College Students Acceptance of Online Health Services,10.1080/10447318.2016.1244941
A Characterization of Actuation Techniques for Generating Movement in Shape-Changing Interfaces,10.1080/10447318.2016.1250372
Bootstrap Analyses of Anxiety Index Measuring the Prefrontal Cortex of Subjects at Rest with Two-Channel Portable NIRS Device,10.1080/10447318.2016.1251694
More Photos From Me to Thee: Factors Influencing the Intention to Continue Sharing Personal Photos on an Online Social Networking (OSN) Site among Young Adults in the Netherlands,10.1080/10447318.2016.1254890
Using a Tablet Device to Compensate for Underestimation of Cognitive Function due to Impaired Dominant Hand Function in Stroke Patients,10.1080/10447318.2016.1242329
Editorial of the Special Issue on Mobile HumanComputer Interaction,10.1080/10447318.2017.1312884
The Effects of Visualization and Synchronization on Clustered-Based Mobile Web Search,10.1080/10447318.2017.1278894
"Tripartite Effects: Exploring Users Mental Model of Mobile Gestures under the Influence of Operation, Handheld Posture, and Interaction Space",10.1080/10447318.2016.1275432
Adapting the Navigation Interface of Smart Watches to User Movements,10.1080/10447318.2017.1279826
ContextZoom: A Single-Handed Partial Zooming Technique for Touch-Screen Mobile Devices,10.1080/10447318.2016.1275433
"Visual Impairments and Mobile Touchscreen Interaction: State-of-the-Art, Causes of Visual Impairment, and Design Guidelines",10.1080/10447318.2017.1279827
Human Robot Engagement and Acceptability in Residential Aged Care,10.1080/10447318.2016.1275435
Inviting Strangers to Participate in Collaborative Consumption through Mobile App,10.1080/10447318.2016.1275434
The Effects of Hover Interface on Users Behavioral Multitasking Intention,10.1080/10447318.2016.1256038
Use of a Modified UTAUT Model to Investigate the Perspectives of Internet Access Device Users,10.1080/10447318.2016.1261249
An Empirical Study on the Interaction Capability of Arm Stretching,10.1080/10447318.2016.1265782
Visually Perceived Distance Judgments: Tablet-Based Augmented Reality Versus the Real World,10.1080/10447318.2016.1265783
Interface Adaptation to Novice Older Adults Mental Models through Concrete Metaphors,10.1080/10447318.2016.1265827
Corrigendum,10.1080/10447318.2017.1304121
An Empirical Study of Some Critical Adoption Factors of ERP Software,10.1080/10447318.2016.1265828
Toward a Hybrid BCI: Self-Paced Operation of a P300-based Speller by Merging a Motor Imagery-Based Brain Switch into a P300 Spelling Approach,10.1080/10447318.2016.1267450
Comparison of Cognitive Modeling and User Performance Analysis for Touch Screen Mobile Interface Design,10.1080/10447318.2016.1274160
A Glance into Social and Evolutionary Aspects of an Artifact Ecology for Collaborative Learning through the Lens of Distributed Cognition,10.1080/10447318.2016.1277638
Ritual in Online Communities: A Study of Post-Voting in MOOC Discussion Forums,10.1080/10447318.2016.1277639
Evaluating Digital Peer Support for Children Cured from Cancer,10.1080/10447318.2017.1278892
A Comparative Study of Map Exploration Interfaces for Multi-Touch Tabletops,10.1080/10447318.2017.1278893
Engaging Adolescents with Down Syndrome in an Educational Video Game,10.1080/10447318.2017.1278895
Beyond Features for Recognition: Human-Readable Measures to Understand Users Whole-Body Gesture Performance,10.1080/10447318.2017.1278897
Watching a Movie Alone yet Together: Understanding Reasons for Watching Danmaku Videos,10.1080/10447318.2017.1282187
Design and Evaluation of a Team Mutual Awareness Toolkit for Digital Interfaces of Nuclear Power Plant Context,10.1080/10447318.2017.1282188
Data-Driven Texture Rendering on an Electrostatic Tactile Display,10.1080/10447318.2017.1286766
Features of the Postural Sway Signal as Indicators to Estimate and Predict Visually Induced Motion Sickness in Virtual Reality,10.1080/10447318.2017.1286767
Evaluation of Internal and External Validity of a Virtual Environment for Learning a Long Procedure,10.1080/10447318.2017.1286768
Comparison of Two Target Selection Methods for Two-Thumb Touchpad Typing,10.1080/10447318.2017.1286810
Examining the Effectiveness of Gamification in Human Computation,10.1080/10447318.2017.1287458
Fingerskate: Relaxing the Physical Constraint of Two-Finger Touchscreen Operations,10.1080/10447318.2017.1289723
Push Notifications in Diet Apps: Influencing Engagement Times and Tasks,10.1080/10447318.2017.1289725
Toward More Comprehensive Chinese Internet Users Studies: Translation and Validation of the ChineseMandarin Version of the 8-Item Information Retrieval on the Web Self-Efficacy Scale (Ch-IROWSE),10.1080/10447318.2017.1294335
Short-Term Physiological Strain and Recovery among Employees Working with Agile and Lean Methods in Software and Embedded ICT Systems,10.1080/10447318.2017.1294336
Evaluating Representativeness of Qualitative Text Data in Identifying UX Issues,10.1080/10447318.2017.1294337
On the Efficiency of a VR Hand Gesture-Based Interface for 3D Object Manipulations in Conceptual Design,10.1080/10447318.2017.1296074
Evaluation of an Electronic App Developed to Assist Clinicians in the Management of Behavioral and Psychological Symptoms of Dementia (BPSD),10.1080/10447318.2017.1296075
Input Behavior When Using Two Fingers on a Multi-Touch Device,10.1080/10447318.2017.1300749
A Study on Designing Video Tutorials for Promoting Security Features: A Case Study in the Context of Two-Factor Authentication (2FA),10.1080/10447318.2017.1306765
Adaptive Social Robot for Sustaining Social Engagement during Long-Term ChildrenRobot Interaction,10.1080/10447318.2017.1300750
The Social Media Use Integration Scale: Toward Reliability and Validity,10.1080/10447318.2017.1301041
Smartphone Guide Technology in Cultural Spaces: Measuring Visitor Experience with an iPhone Multimedia Guide in Shakespeares Church,10.1080/10447318.2017.1304606
Understanding Key Antecedents of User Loyalty toward Mobile Messenger Applications: An Integrative View of Emotions and the Dedication-Constraint Model,10.1080/10447318.2017.1304607
Effect of Loading Symbol of Online Video on Perception of Waiting Time,10.1080/10447318.2017.1305051
Walking under a Different Sky: Urban Colored Routes for Creative Engagement and Pleasure,10.1080/10447318.2017.1321218
Editorial Board,10.1080/10447318.2017.1388592
Vol32_2016,
Editorial,10.1080/10447318.2016.1135640
Principles for Designing Interfaces Compatible With Human Information Processing,10.1080/10447318.2016.1105009
Comparing Ocular Parameters for Cognitive Load Measurement in Eye-Gaze-Controlled Interfaces for Automotive and Desktop Computing Environments,10.1080/10447318.2015.1084112
Using the Default Option Bias to Influence Decision Making While Driving,10.1080/10447318.2015.1085747
A Review of Exploratory Factor Analysis Decisions and Overview of Current Practices: What We Are Doing and How Can We Improve?,10.1080/10447318.2015.1087664
Review of Semantic-Free Utterances in Social HumanRobot Interaction,10.1080/10447318.2015.1093856
International Journal of HumanComputer Interaction Reviewers 2015,10.1080/10447318.2016.1138071
The Effects of Haptic Feedback and Visual Distraction on Pointing Task Performance,10.1080/10447318.2015.1094914
Designing Usable Voting Systems for Voters With Hidden Barriers: A Pilot Study,10.1080/10447318.2015.1116759
Evaluating User Needs in Wellness Apps,10.1080/10447318.2015.1099803
Seniors and Information Technology in China,10.1080/10447318.2015.1067499
Effects of Superimposition of a Head-Up Display on Driving Performance and Glance Behavior in the Elderly,10.1080/10447318.2015.1104155
The U-Constructs and Mobile Usage Behavior: Development and Validation of the U-Feat Scale,10.1080/10447318.2015.1133396
Special Issue on Interactive Persuasive Systems,10.1080/10447318.2016.1142794
Interactive Persuasive Systems: A Perspective on Theory and Evaluation,10.1080/10447318.2016.1142798
Persuasive Strategies for Encouraging Social Interaction for Older Adults,10.1080/10447318.2016.1136176
The Role of Instructional Design in Persuasion: A Comics Approach for Improving Cybersecurity,10.1080/10447318.2016.1136177
Influencing Participation in Group Brainstorming Through Ambient Intelligence,10.1080/10447318.2016.1136179
Hunting Relics: A Persuasive Exergame to Promote Collective Exercise in Young Children,10.1080/10447318.2016.1136180
Erratum,10.1080/10447318.2016.1148527
Designing an Educational Website to Improve Quality of Supportive Oncology Care for Women with Ovarian Cancer: An Expert Usability Review and Analysis,10.1080/10447318.2016.1140528
The Role of Aesthetics and Perception in Raising Situation Awareness: Lessons from SpringRain,10.1080/10447318.2016.1140951
A Comparison of Head Pose and Deictic Pointing Interaction Methods for Smart Environments,10.1080/10447318.2016.1142054
"Power of the Swipe: Why Mobile Websites Should Add Horizontal Swiping to Tapping, Clicking, and Scrolling Interaction Techniques",10.1080/10447318.2016.1147902
The Stroop and Reverse Stroop Effects as Measured by an Interactive Tabletop,10.1080/10447318.2016.1150642
Exploring the Effect of Avatar Trust on Learners Perceived Participation Intentions in an e-Learning Environment,10.1080/10447318.2016.1150643
Evaluation of Three Tablet Computers at Two Levels of Ambient Illumination,10.1080/10447318.2016.1151614
An Affordance-Based Model of Human Action Selection in a HumanMachine Interaction System with Cognitive Interpretations,10.1080/10447318.2016.1157678
Data Fusion for Real-time Multimodal Emotion Recognition through Webcams and Microphones in E-Learning,10.1080/10447318.2016.1159799
An Investigation of a Joyful Peer Response System: High Ability vs. Low Ability,10.1080/10447318.2016.1159800
Effects of Perceived Usability and Aesthetics on Emotional Responses in Different Contexts of Use,10.1080/10447318.2016.1160537
Chinese-Based Spearcons: Improving Pedestrian Navigation Performance in Eyes-Free Environment,10.1080/10447318.2016.1160669
Prevalence and Characteristics of Game Transfer Phenomena: A Descriptive Survey Study,10.1080/10447318.2016.1164430
Mushaca: A 3-Degrees-of-Freedom Mouse Supporting Rotation,10.1080/10447318.2016.1164935
Child Perception of Humanoid Robot Appearance and Behavior,10.1080/10447318.2016.1172808
Cross-Platform Users Experiences Toward Designing Interusable Systems,10.1080/10447318.2016.1177277
Out of Syria: Mobile Media in Use at the Time of Civil War,10.1080/10447318.2016.1177300
User Satisfaction and Retention of Mobile Telecommunications Services in Korea,10.1080/10447318.2016.1179083
Understanding User Behavior of Asking Location-Based Questions on Microblogs,10.1080/10447318.2016.1181292
Nontechnical Deterrence Effects of Mild and Severe Internet Use Policy Reminders in Reducing Employee Internet Abuse,10.1080/10447318.2016.1183862
Which Tags Do We Remember in Personal Information Management?,10.1080/10447318.2016.1181291
Citizen Science: New Research Challenges for HumanComputer Interaction,10.1080/10447318.2016.1194153
Gamification Solutions to Enhance Software User EngagementA Systematic Review,10.1080/10447318.2016.1183330
Usability of RPG-based Learning Framework,10.1080/10447318.2016.1183863
Perceived Visual Complexity of In-Vehicle Information Display and Its Effects on Glance Behavior and Preferences,10.1080/10447318.2016.1184546
"Theory, Practice and Policy: An Inquiry into the Uptake of HCI Practices in the Software Industry of a Developing Country",10.1080/10447318.2016.1186306
Robust Eye-Based Dwell-Free Typing,10.1080/10447318.2016.1186307
Factors for Customer Information Satisfaction: User Approved and Empirically Evaluated,10.1080/10447318.2016.1190137
An Augmented Reality-Assisted Therapeutic Healthcare Exercise System Based on Bare-Hand Interaction,10.1080/10447318.2016.1191263
Intention-Sensing Recipe Guidance via User Accessing to Objects,10.1080/10447318.2016.1191744
"Ambiguous Agents: The Influence of Consistency of an Artificial Agents Social Cues on Emotion Recognition, Recall, and Persuasiveness",10.1080/10447318.2016.1193350
Corrigendum,10.1080/10447318.2016.1205888
Unleashing the Power of mCRM: Investigating Antecedents of Mobile CRM Values from Managers Viewpoint,10.1080/10447318.2016.1189653
Evaluation of Text Entry Methods for Interactive Digital Television Applications with Devices Alternative to Conventional Remote Controls,10.1080/10447318.2016.1195586
Dont Cry While Youre Driving: Sad Driving Is as Bad as Angry Driving,10.1080/10447318.2016.1198524
Interrupted by Your Pupil: An Interruption Management System Based on Pupil Dilation,10.1080/10447318.2016.1198525
User Experience Design of a Prototype Kiosk: A Case for the İstanbul Public Transportation System,10.1080/10447318.2016.1199179
Factors Affecting Web Portal Information Services Usability: A Canonical Correlation Analysis,10.1080/10447318.2016.1199180
Targeting Potential Active Users for Mobile App Install Advertising: An Exploratory Study,10.1080/10447318.2016.1198547
Mobile Instant Messengers and Middle-Aged and Elderly Adults in Taiwan: Uses and Gratifications,10.1080/10447318.2016.1201892
Exploring Experience of Runners with Sports Tracking Technology,10.1080/10447318.2016.1202461
Binary DE-Based Channel Selection and Weighted Ensemble of SVM Classification for Novel BrainComputer Interface Using Devanagari Script-Based P300 Speller Paradigm,10.1080/10447318.2016.1203047
A P300-Based BrainComputer Interface for Chinese Character Input,10.1080/10447318.2016.1203529
Better Safe than Sorry: A Study of Investigating Individuals Protection of Privacy in the Use of Storage as a Cloud Computing Service,10.1080/10447318.2016.1204838
"Notifications Efficiency, Impact, and Interference in Second-Screen Scenarios",10.1080/10447318.2016.1210870
Two-Player Game: Playing Casual Video Games with Outgroup Members Reduces Levels of Prejudice Toward That Outgroup,10.1080/10447318.2016.1212484
Influence of SNS User Innovativeness and Public Individuation on SNS Usage Patterns and Social Capital Development: The Case of Facebook,10.1080/10447318.2016.1220067
Integration of Subjective and Objective Usability Evaluation Based on IEC/IEC 15939: A Case Study for Traffic Supervision Systems,10.1080/10447318.2016.1220068
Stress Detection in HumanComputer Interaction: Fusion of Pupil Dilation and Facial Temperature Features,10.1080/10447318.2016.1220069
Donation via Mobile Applications: A Study of the Factors Affecting Mobile Donation Application Use,10.1080/10447318.2016.1220070
Why That Picture? Discovering Password Properties in Recognition-Based Graphical Authentication,10.1080/10447318.2016.1220103
Editorial Board EOV,10.1080/10447318.2016.1250484
Vol31_2015,
"Menu Navigation With In-Vehicle Technologies: Auditory Menu Cues Improve Dual Task Performance, Preference, and Workload",10.1080/10447318.2014.925774
Improving User Interaction in Interactive TV Based on Ethnographic Insights From Real-Life Problems,10.1080/10447318.2014.959099
Influence of Different Types of Vibrations on Technical Acceptance of a Mobile Game Aiming for Hedonic Satisfaction,10.1080/10447318.2014.959101
Paternal and Maternal Information and Communication Technology Usage as Their Very Low Birth Weight Infants Transition Home From the NICU,10.1080/10447318.2014.959102
Usability of Online Assistance From Semiliterate Users Perspective,10.1080/10447318.2014.925772
"Once More, With Feeling: Using Haptics to Preserve Tactile Memories",10.1080/10447318.2014.959100
"Users Emotional Valence, Arousal, and Engagement Based on Perceived Usability and Aesthetics for Web Sites",10.1080/10447318.2014.959103
Effects of Feedforward in In-Air Remote Pointing,10.1080/10447318.2014.959107
Students Web Search Strategies With Different Task Types: An Eye-Tracking Study,10.1080/10447318.2014.959105
A Slovene Translation of the System Usability Scale: The SUS-SI,10.1080/10447318.2014.986634
Evaluating Social Navigation Visualization in Online Geographic Maps,10.1080/10447318.2014.959106
Use of the Backseat Driving Technique in Evaluation of a Perceptually Optimized In-Car Navigation Display,10.1080/10447318.2014.959104
Detecting Driver Normal and Emergency Lane-Changing Intentions With Queuing Network-Based Driver Models,10.1080/10447318.2014.986638
Narrative Structure and Player Experience in Role-Playing Games,10.1080/10447318.2014.986639
Differences Between People Who Use Only Facebook and Those Who Use Facebook Plus Twitter,10.1080/10447318.2014.986640
Interruptibility Estimation Based on Head Motion and PC Operation,10.1080/10447318.2014.986635
A Study of Users Reactions to a Mixed Online Discussion Model: A Lag Sequential Analysis Approach,10.1080/10447318.2014.986637
On the Usability and Effectiveness of Different Interaction Types in Augmented Reality,10.1080/10447318.2014.994193
An Empirical Investigation Into Typing Errors in Interactive Digital Television Applications,10.1080/10447318.2014.994195
What Are the Causes of Noncompliance Behaviors in Bar Code Medication Administration System Processes?,10.1080/10447318.2014.986641
Testing Aesthetic and Function Design Preference for Touch Screen and NonTouch Screen Mobile Phones Using Interactive Genetic Algorithms,10.1080/10447318.2014.997420
Search Engine or Content Website? A Local Information Seeking Classification Model Based on Consumer Characteristics and Website Perceptions,10.1080/10447318.2014.999741
Multimodal Intelligent Eye-Gaze Tracking System,10.1080/10447318.2014.1001301
Wayfinding of Users With Visual Impairments in Haptically Enhanced Virtual Environments,10.1080/10447318.2015.1004151
Privacy Concerns for Use of Voice Activated Personal Assistant in the Public Space,10.1080/10447318.2014.986642
Augmented Reality-Based Manual Assembly Support With Visual Features for Different Degrees of Difficulty,10.1080/10447318.2014.994194
Open Challenges in Relationship-Based Privacy Mechanisms for Social Network Services,10.1080/10447318.2014.1001300
User Behavior Model Based on Affordances and Emotions: A New Approach for an Optimal Use Method in ProductUser Interactions,10.1080/10447318.2014.986636
"Communicating Art, Virtually! Psychological Effects of Technological Affordances in a Virtual Museum",10.1080/10447318.2015.1033912
"Geospatial Reasoning Ability: Definition, Measurement and Validation",10.1080/10447318.2015.1034551
A Lexical Approach to Study Computer Games and Game Play Experience via Online Reviews,10.1080/10447318.2015.1036228
Smartphone Information Displays When Reading News in Persian and English Languages,10.1080/10447318.2015.1038129
Comparing Four Touch-Based Interaction Techniques for an Image-Based Audience Response System,10.1080/10447318.2015.1039437
"Aim, Shoot, Deplete: Playing Video Games Depletes Self-Regulatory Resources",10.1080/10447318.2015.1045243
μcaptcha: Human Interaction Proofs Tailored to Touch-Capable Devices via Math Handwriting,10.1080/10447318.2015.1038124
Negotiation Strategy Video Modeling Training for Adolescents with Autism Spectrum Disorder: A Usability Study,10.1080/10447318.2015.1045242
Introduction to the Special Issue on Usability and User Experience: Psychometrics,10.1080/03610918.2015.1064643
"Assessing User Satisfaction in the Era of User Experience: Comparison of the SUS, UMUX, and UMUX-LITE as a Function of Product Experience",10.1080/10447318.2015.1064648
"Measuring Perceived Usability: The SUS, UMUX-LITE, and AltUsability",10.1080/10447318.2015.1064654
Measuring Attitudes Towards the Internet: The General Internet Attitude Scale,10.1080/10447318.2015.1064657
Measuring the Usability of Mobile Applications for Phones and Tablets,10.1080/10447318.2015.1064658
"Experience-Oriented and Product-Oriented Evaluation: Psychological Need Fulfillment, Positive Affect, and Product Perception",10.1080/10447318.2015.1064664
Psychometric Evaluation of the EMO and the SUS in the Context of a Large-Sample Unmoderated Usability Study,10.1080/10447318.2015.1064665
Introduction to the Special Issue on Usability and User Experience: Methodological Evolution,10.1080/10447318.2015.1065689
What Do Thinking-Aloud Participants Say? A Comparison of Moderated and Unmoderated Usability Sessions,10.1080/10447318.2015.1065691
Concept Mapping Usability Evaluation: An Exploratory Study of a New Usability Inspection Method,10.1080/10447318.2015.1065692
Whose Experience Do We Care About? Analysis of the Fitness of Scrum and Kanban to User Experience,10.1080/10447318.2015.1065693
An Exploration of the Relation Between Expectations and User Experience,10.1080/10447318.2015.1065696
Challenges to Assessing Usability in the Wild: A Case Study,10.1080/10447318.2015.1065697
HCI for Elderly and Smart Vehicle Interaction,10.1080/10447318.2015.1070534
Research Issues in Smart Vehicles and Elderly Drivers: A Literature Review,10.1080/10447318.2015.1070540
"User Perceptions Toward In-Vehicle Technologies: Relationships to Age, Health, Preconceptions, and Hands-On Experience",10.1080/10447318.2015.1070545
Can Autonomous Vehicles Be Safe and Trustworthy? Effects of Appearance and Autonomy of Unmanned Driving Systems,10.1080/10447318.2015.1070547
Investigating the Importance of Trust on Adopting an Autonomous Vehicle,10.1080/10447318.2015.1070549
A Weighted QFD-Based Usability Evaluation Method for Elderly in Smart Cars,10.1080/10447318.2015.1070553
Utilization of Visual Information Perception Characteristics to Improve Classification Accuracy of Drivers Visual Search Intention for Intelligent Vehicle,10.1080/10447318.2015.1070561
Design and Evaluation of a Touch-Based Personalizable In-Vehicle User Interface,10.1080/10447318.2015.1045240
Performance Comparisons Between Thumb-Based and Finger-Based Input on a Small Touch-Screen Under Realistic Variability,10.1080/10447318.2015.1045241
Toward a Taxonomy of Affective Computing,10.1080/10447318.2015.1064638
"Muscle Activity and Comfort Perception on Neck, Shoulder, and Forearm While Using a Tablet Computer at Various Tilt Angles",10.1080/10447318.2015.1064639
"Comparing Zooming Methods in Mobile Devices: Effectiveness, Efficiency, and User Satisfaction in Touch and Nontouch Smartphones",10.1080/10447318.2015.1064640
Creativity Bento Box: A Physical Resource Pack to Support Interaction in Virtual Space,10.1080/10447318.2015.1067478
Influence of Customer Identification on Online Usage and Purchasing Behaviors in Social Commerce,10.1080/10447318.2015.1067481
"Need for Affiliation, Need for Popularity, Self-Esteem, and the Moderating Effect of Big Five Personality Traits Affecting Individuals Self-Disclosure on Facebook",10.1080/10447318.2015.1067479
Lonely and Susceptible: The Influence of Social Exclusion and Gender on Persuasion by an Artificial Agent,10.1080/10447318.2015.1067480
The Collaborative Critique: An Inspection Method for Expert Evaluation of User Interfaces,10.1080/10447318.2015.1067500
Sense of Touch in Training Tasks Demanding High Precision and Short Time of Execution,10.1080/10447318.2015.1067497
Self-Care Technologies and Collaboration,10.1080/10447318.2015.1067498
Usability Evaluation of VR Interface for Mobile Robot Teleoperation,10.1080/10447318.2015.1039909
Perceived Visual Complexity and Visual Search Performance of Automotive Instrument Cluster: A Quantitative Measurement Study,10.1080/10447318.2015.1069661
Analysis of Distance Collaboration Modalities: Alternatives to Meeting Face-to-Face,10.1080/10447318.2015.1072786
Gender Differences in Mouse and Cursor Movements,10.1080/10447318.2015.1072787
Impact of Knowledge Representations on Problem-Oriented Learning in Online Environments,10.1080/10447318.2015.1072788
Prosocial Activists in SNS: The Impact of Isomorphism and Social Presence on Prosocial Behaviors,10.1080/10447318.2015.1085699
Do People Really Experience Information Overload While Reading Online Reviews?,10.1080/10447318.2015.1072785
An Empirical Analysis of Factors Influencing M-Shopping Use,10.1080/10447318.2015.1085717
EOV Editorial Board,10.1080/10447318.2015.1130511
Vol30_2014,
Perceived Visual Aesthetics of Text-Overlaid Images: Computational Models and Experimental Research for White-Space Fraction,10.1080/10447318.2013.796439
A Pilot Study of the VirtuSphere as a Virtual Reality Enhancement,10.1080/10447318.2013.796441
Using Queuing Network and Logistic Regression to Model Driving with a Visual Distraction Task,10.1080/10447318.2013.796442
Assessing the Usability of Raw Machine Translated Output: A User-Centered Study Using Eye Tracking,10.1080/10447318.2013.802199
The Role of Body Postures in the Recognition of Emotions in Contextually Rich Scenarios,10.1080/10447318.2013.802200
A Picture is Worth a Thousand Words: Source Credibility Theory Applied to Logo and Website Design for Heightened Credibility and Consumer Trust,10.1080/10447318.2013.839899
Statement of Removal,10.1080/10447318.2014.861217
Altered Visual Perception in Game Transfer Phenomena: An Empirical Self-Report Study,10.1080/10447318.2013.839900
Engagement in Online Social Networks: The Impact of Self-Disclosure and Humor,10.1080/10447318.2013.839901
An Analytical Approach to Creating Multitouch Gesture Vocabularies in Mobile Devices: A Case Study for Mobile Web Browsing Gestures,10.1080/10447318.2013.839902
Attractive Agents Are More Persuasive,10.1080/10447318.2013.839904
Effects of Luminosity Contrast and Stimulus Duration on User Performance and Preference in a P300-Based BrainComputer Interface,10.1080/10447318.2013.839903
Explaining Extreme Mobile Experiences,10.1080/10447318.2013.841071
The Role of Search Result Position and Source Trustworthiness in the Selection of Web Search Results When Using a List or a Grid Interface,10.1080/10447318.2013.846790
Exploring the Impact of Food Craving and Pleasure Technologies on Aesthetic Experience in Digital Media,10.1080/10447318.2013.846791
The Impact of Advertising Location and User Task on the Emergence of Banner Ad Blindness: An Eye-Tracking Study,10.1080/10447318.2013.847762
Automatic Stress Classification With Pupil Diameter Analysis,10.1080/10447318.2013.848320
Multipurpose Public Displays: Can Automated Grouping of Applications and Services Enhance User Experience?,10.1080/10447318.2013.849547
The Cognitive Benefit of Dynamic Representations on Procedural Skill Acquisition: A Computational Modeling Approach,10.1080/10447318.2013.849550
The Impact of Function Location on Typing and Pointing Tasks With an Intraoral TongueComputer Interface,10.1080/10447318.2013.853637
"Internet Skills, Sources of Support, and Benefiting From Internet Use",10.1080/10447318.2013.858458
Effects of Visual Stimulus on Response Behavior of Control-on-Display Interface,10.1080/10447318.2013.858459
Emotional Dimensions of User Experience: A User Psychological Analysis,10.1080/10447318.2013.858460
An Empirical Investigation Into Text Input Methods for Interactive Digital Television Applications,10.1080/10447318.2013.858461
Measuring Cognitive Load Using Linguistic Features: Implications for Usability Evaluation and Adaptive Interaction Design,10.1080/10447318.2013.860579
Socially Assistive Robots in Elderly Care: A Mixed-Method Systematic Literature Review,10.1080/10447318.2013.873278
The Influence of Network Structural Properties on Information Dissemination Power in Microblogging Systems,10.1080/10447318.2013.873279
Widgets Dedicated to User Interface Evaluation,10.1080/10447318.2013.873280
Study of User Search Activities With Two Discovery Tools at an Academic Library,10.1080/10447318.2013.873281
Assessing Older Adults Information Technology Ability: The Development of a Multiple Item Scale,10.1080/10447318.2014.880141
Snap Target: Investigating an Assistance Technique for Mobile Magic Lens Interaction With Large Displays,10.1080/10447318.2014.880142
Embodied Robot versus Virtual Agent: Involvement of Preschool Children in Motor Task Performance,10.1080/10447318.2014.888500
Effects of Laptop Touchpad Texturing on User Performance,10.1080/10447318.2014.888502
An Accessible Platform for People With Disabilities,10.1080/10447318.2014.888503
Toward an Objective Linguistic-Based Measure of Perceived Embodied Conversational Agent Power and Likeability,10.1080/10447318.2014.888504
Special Section Introduction,10.1080/10447318.2014.909181
"Measuring Software Screen Complexity: Relating Eye Tracking, Emotional Valence, and Subjective Ratings",10.1080/10447318.2014.906156
The Effects of Experience and Strategy on Visual Attention Allocation in an Automated Multiple-Task Environment,10.1080/10447318.2014.906158
Determinants of Postadoption Behaviors of Mobile Communications Applications: A Dual-Model Perspective,10.1080/10447318.2014.888501
Personal Remote Assistance in Ambient Assisted LivingExperimental Research of Elderly Peoples Trust and Their Intention to Use,10.1080/10447318.2014.903789
The Relationship Between System Effectiveness and Subjective Usability Scores Using the System Usability Scale,10.1080/10447318.2014.904177
A Taxonomy-Based Usability Study of an Intelligent Speed Adaptation Device,10.1080/10447318.2014.907463
Visual Search in Authentication Systems Based on Memorized Faces: Effects of Memory Load and Retention Interval,10.1080/10447318.2014.907464
Special Issue on HumanComputer Interaction in the Asia-Pacific Region,10.1080/10447318.2014.906990
Effects of Trust on Group Buying Websites in China,10.1080/10447318.2014.906997
Using Social Media Platforms for Human-Robot Interaction in Domestic Environment,10.1080/10447318.2014.907011
Evaluation of Flick and Ring Scrolling on Touch-Based Smartphones,10.1080/10447318.2014.907017
An Investigation Into the Relationship Between Texture and Human Performance in Steering and Gesture Input Tasks,10.1080/10447318.2014.907020
Usability: Lessons Learned  and Yet to Be Learned,10.1080/10447318.2014.930311
Development and Psychometric Evaluation of the Emotional Metric Outcomes (EMO) Questionnaire,10.1080/10447318.2014.930312
INVISQUE as a Tool for Intelligence Analysis: The Construction of Explanatory Narratives,10.1080/10447318.2014.905422
Gossiping Behavior on Social Networking Sites: Does Gender Matter?,10.1080/10447318.2014.907710
Older Adults Text Entry on Smartphones and Tablets: Investigating Effects of Display Size and Input Method on Acceptance and Performance,10.1080/10447318.2014.924348
A Comparative Study of Sonification Methods to Represent Distance and Forward-Direction in Pedestrian Navigation,10.1080/10447318.2014.925381
Special Issue on Ambient Interaction,10.1080/10447318.2014.927260
"O/live: Transparent Distribution, Persistence, and Partial Replication for Ubiquitous User Interfaces",10.1080/10447318.2014.927263
Ontology-Based Model for Supporting Dynamic and Adaptive User Interfaces,10.1080/10447318.2014.927287
"HumanObjects Interaction: A Framework for Designing, Developing and Evaluating Augmented Objects",10.1080/10447318.2014.927281
Promoting Self-Reflection of Social Isolation Through Persuasive Mobile Technologies: The Case of Mother Caregivers of Children With Cancer,10.1080/10447318.2014.927279
VirtualTouch: A Tool for Developing Mixed Reality Educational Applications and an Example of Use for Inclusive Education,10.1080/10447318.2014.927278
Augmented Presentations: Supporting the Communication in Presentations by Means of Augmented Reality,10.1080/10447318.2014.927283
